fold,threshold,fold_pass,diag_coverage,trade_accuracy,expectancy,winrate,rr_ratio,profit_factor,coverage,total_signals,winning_trades,losing_trades,max_drawdown
2,0.28,True,0.108474196798388,0.33436532507739936,0.00011754074356365736,0.5541795665634675,0.9261988412190507,1.1513166151264589,0.108474196798388,969,537,432,0.08143479555719002
3,0.43000000000000016,False,0.014105003918056644,0.3253968253968254,-2.7909040017519846e-05,0.5396825396825397,0.8245138731478396,0.9666714374836741,0.014105003918056644,126,68,58,0.031316428273309826
4,0.40000000000000013,False,0.0484719579088772,0.34872979214780603,-0.00013937539081488966,0.5103926096997691,0.8497529730527154,0.8858273917200475,0.0484719579088772,433,221,212,0.09429533138880919
5,0.28,False,0.1405550581915846,0.35270700636942676,9.867119239162167e-05,0.5485668789808917,0.9031053142818517,1.097424270793996,0.1405550581915846,1256,689,567,0.06677766658882445
