segment,samples,trade_accuracy,expectancy,winrate,rr_ratio,profit_factor,coverage,total_signals,winning_trades,losing_trades,max_drawdown
low_vol,14741,0.23972602739726026,-1.023000057410749e-05,0.5095978062157221,0.9441105816249216,0.9810655158544151,0.1485652262397395,2190,1115,1073,0.09040970269554527
mid_vol,14740,0.3232169954476479,3.471910869929366e-05,0.5254365983295368,0.9421580007767214,1.043157338459986,0.08941655359565807,1318,692,625,0.10167877804486991
high_vol,15187,0.3861702127659574,0.00012738454905027605,0.5319148936170213,0.9897065780141026,1.1246665659251167,0.06189504181207612,940,500,440,0.05886019303261991
