year,threshold,year_pass,trade_accuracy,expectancy,winrate,rr_ratio,profit_factor,coverage,total_signals,winning_trades,losing_trades,max_drawdown
2025,0.28,False,0.286648313833448,2.4423743610394963e-05,0.5130853994490359,0.9834503157250069,1.0363090314216832,0.1658675799086758,5812,2980,2828,0.14542754783449452
2026,0.28,False,0.3866432337434095,3.950213002499535e-05,0.554481546572935,0.8367005092952423,1.0413373202471359,0.13169772017127648,1138,631,507,0.08730777260279998
