threshold,objective_score,valid_threshold,diag_coverage,trade_accuracy,expectancy,winrate,rr_ratio,profit_factor,coverage,total_signals,winning_trades,losing_trades,max_drawdown
0.28,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.29000000000000004,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.30000000000000004,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.31000000000000005,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.32000000000000006,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.33000000000000007,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.3400000000000001,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.3500000000000001,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.3600000000000001,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.3700000000000001,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.3800000000000001,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.3900000000000001,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.40000000000000013,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.41000000000000014,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.42000000000000015,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.43000000000000016,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.44000000000000017,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
0.4500000000000002,8.64900546398895,True,0.11475776842482314,0.278189621537261,6.603670357741668e-05,0.5150331901600937,1.0375540400830998,1.1018790490093469,0.11475776842482314,2563,1319,1242,0.05841226771645869
